Date,Region,Category,Product,Quantity,Price,Discount,Sales,Profit,CustomerAge,Rating,Month,Quarter,ProfitMargin,AgeGroup
2024-04-11,South,Food & Beverages,Juice,3,20.04,0.2,48.1,10.81,56.0,4.0,April,Q2,22.47,51-70
2023-01-30,West,Home & Kitchen,Toaster,15,89.95,0.2,1079.4,119.39,20.0,4.0,January,Q1,11.06,18-25
2024-05-04,West,Electronics,Laptop,2,551.26,0.0,1102.52,329.42,27.0,3.0,May,Q2,29.88,26-35
2023-12-23,East,Food & Beverages,Protein Bar,3,14.68,0.05,41.84,3.61,54.0,4.0,December,Q4,8.63,51-70
2023-01-27,Central,Clothing,Jacket,15,61.46,0.05,875.8,206.93,30.0,3.0,January,Q1,23.63,26-35
2023-06-11,South,Sports,Tennis Racket,3,107.2,0.05,305.52,52.59,22.0,4.0,June,Q2,17.21,18-25
2023-07-28,East,Sports,Tennis Racket,3,76.0,0.1,205.2,140.18,50.0,4.0,July,Q3,68.31,36-50
2023-03-26,North,Home & Kitchen,Cookware Set,2,137.27,0.05,260.81,63.99,63.0,5.0,March,Q1,24.54,51-70
2023-04-20,East,Sports,Yoga Mat,7,118.7,0.15,706.26,203.39,45.0,4.0,April,Q2,28.8,36-50
2023-06-19,West,Food & Beverages,Snacks,9,19.44,0.1,157.46,31.75,57.0,4.0,June,Q2,20.16,51-70
2023-07-30,North,Sports,Running Shoes,4,74.27,0.05,282.23,51.29,62.0,3.0,July,Q3,18.17,51-70
2023-10-01,West,Electronics,Smartphone,9,323.77,0.15,2476.84,362.73,34.0,4.0,October,Q4,14.64,26-35
2024-01-24,North,Food & Beverages,Tea,7,10.04,0.2,56.22,13.55,51.0,2.0,January,Q1,24.1,51-70
2023-09-02,Central,Sports,Running Shoes,17,72.76,0.1,1113.23,154.93,69.0,1.0,September,Q3,13.92,51-70
2023-06-23,East,Food & Beverages,Juice,16,9.38,0.2,120.06,27.39,60.0,5.0,June,Q2,22.81,51-70
2024-02-22,West,Food & Beverages,Protein Bar,12,13.3,0.2,127.68,8.06,64.0,5.0,February,Q1,6.31,51-70
2023-08-14,West,Home & Kitchen,Toaster,4,132.13,0.2,422.82,129.92,48.0,4.0,August,Q3,30.73,36-50
2024-02-15,West,Home & Kitchen,Blender,4,186.7,0.05,709.46,49.52,69.0,3.0,February,Q1,6.98,51-70
2023-11-09,West,Sports,Running Shoes,3,120.26,0.2,288.62,64.69,61.0,4.0,November,Q4,22.41,51-70
2023-11-21,West,Clothing,T-Shirt,6,48.62,0.15,247.96,65.0,67.0,3.0,November,Q4,26.21,51-70
2023-04-07,North,Sports,Yoga Mat,17,102.25,0.05,1651.34,140.18,52.0,5.0,April,Q2,8.49,51-70
2023-11-24,South,Food & Beverages,Juice,16,22.18,0.15,301.65,61.48,39.0,4.0,November,Q4,20.38,36-50
2023-09-07,Central,Food & Beverages,Tea,10,16.37,0.2,130.96,7.26,29.0,4.0,September,Q3,5.54,26-35
2023-05-27,West,Sports,Tennis Racket,6,59.26,0.1,320.0,26.66,58.0,4.0,May,Q2,8.33,51-70
2023-08-25,South,Sports,Running Shoes,5,99.84,0.15,424.32,89.11,32.0,4.0,August,Q3,21.0,26-35
2023-01-16,North,Electronics,Smartphone,7,361.51,0.15,2150.98,203.57,57.0,5.0,January,Q1,9.46,51-70
2023-03-09,North,Home & Kitchen,Toaster,15,197.81,0.2,2373.72,219.9,43.0,5.0,March,Q1,9.26,36-50
2023-09-10,South,Sports,Bicycle,5,88.82,0.15,377.48,46.27,32.0,4.0,September,Q3,12.26,26-35
2023-09-20,East,Food & Beverages,Snacks,13,26.66,0.1,294.59,34.86,68.0,4.0,September,Q3,11.83,51-70
2024-03-07,North,Clothing,Shoes,2,70.09,0.2,112.14,140.18,65.0,4.0,March,Q1,125.0,51-70
2023-10-13,North,Sports,Yoga Mat,6,86.3,0.1,466.02,84.86,54.0,3.0,October,Q4,18.21,51-70
2024-02-12,West,Clothing,T-Shirt,1,79.15,0.2,63.32,12.32,28.0,4.0,February,Q1,19.46,26-35
2023-01-02,North,Clothing,T-Shirt,6,39.15,0.0,234.9,76.23,46.0,1.0,January,Q1,32.45,36-50
2023-02-25,Central,Sports,Tennis Racket,2,93.43,0.1,168.17,140.18,25.0,4.0,February,Q1,83.36,18-25
2023-05-14,South,Electronics,Laptop,1,392.34,0.0,392.34,135.91,43.0,1.0,May,Q2,34.64,36-50
2023-04-27,South,Food & Beverages,Coffee,12,24.03,0.2,230.69,62.97,38.0,4.0,April,Q2,27.3,36-50
2023-10-07,East,Clothing,Shoes,2,50.87,0.1,91.57,140.18,39.0,4.0,October,Q4,153.09,36-50
2023-03-29,East,Sports,Tennis Racket,14,94.07,0.15,1119.43,134.01,34.0,4.0,March,Q1,11.97,26-35
2023-12-25,Central,Sports,Dumbbells,2,50.36,0.15,85.61,25.53,33.0,5.0,December,Q4,29.82,26-35
2024-05-08,North,Sports,Bicycle,5,125.71,0.15,534.27,147.92,47.0,4.0,May,Q2,27.69,36-50
2023-11-15,North,Sports,Dumbbells,16,82.65,0.1,1190.16,243.95,28.0,4.0,November,Q4,20.5,26-35
2023-05-21,Central,Food & Beverages,Tea,13,22.88,0.05,282.57,79.07,52.0,4.0,May,Q2,27.98,51-70
2023-09-22,South,Electronics,Tablet,6,567.6,0.1,3235.32,266.62,58.0,4.0,September,Q3,8.24,51-70
2023-12-02,East,Clothing,Shoes,2,56.45,0.2,738.06,14.06,44.0,3.0,December,Q4,1.9,36-50
2023-07-21,East,Home & Kitchen,Cookware Set,13,76.89,0.2,738.06,141.18,31.0,3.0,July,Q3,19.13,26-35
2023-07-11,North,Home & Kitchen,Toaster,11,187.18,0.2,1647.18,140.18,48.0,5.0,July,Q3,8.51,36-50
2023-01-10,East,Home & Kitchen,Vacuum,9,155.02,0.15,1185.9,140.18,43.0,4.0,January,Q1,11.82,36-50
2023-09-29,South,Food & Beverages,Tea,17,24.52,0.15,354.31,20.2,46.0,5.0,September,Q3,5.7,36-50
2023-08-05,North,Home & Kitchen,Toaster,1,213.69,0.05,203.01,68.46,20.0,3.0,August,Q3,33.72,18-25
2023-07-12,East,Sports,Tennis Racket,12,74.14,0.2,711.74,178.18,65.0,2.0,July,Q3,25.03,51-70
2024-02-28,South,Home & Kitchen,Vacuum,17,118.6,0.05,1915.39,425.33,21.0,5.0,February,Q1,22.21,18-25
2023-08-18,South,Food & Beverages,Snacks,19,10.57,0.1,180.75,140.18,45.0,4.0,August,Q3,77.55,36-50
2024-01-23,North,Sports,Dumbbells,11,135.78,0.0,1493.58,140.18,38.0,4.0,January,Q1,9.39,36-50
2023-06-08,East,Food & Beverages,Juice,6,18.52,0.1,94.45,22.75,37.0,5.0,June,Q2,24.09,36-50
2024-03-22,East,Electronics,Headphones,2,640.77,0.1,1153.39,152.73,46.0,4.0,March,Q1,13.24,36-50
2023-04-13,West,Sports,Yoga Mat,12,100.0,0.2,960.0,140.18,66.0,4.0,April,Q2,14.6,51-70
2023-07-09,West,Clothing,Dress,13,85.46,0.1,888.78,234.82,67.0,4.0,July,Q3,26.42,51-70
2023-11-27,Central,Clothing,Dress,12,55.14,0.15,562.43,149.5,28.0,2.0,November,Q4,26.58,26-35
2023-05-31,Central,Food & Beverages,Protein Bar,5,13.84,0.2,55.36,10.55,30.0,5.0,May,Q2,19.06,26-35
2024-01-03,West,Food & Beverages,Juice,12,17.92,0.0,215.04,140.18,42.0,5.0,January,Q1,65.19,36-50
2023-08-29,South,Electronics,Headphones,2,445.23,0.05,845.94,204.84,67.0,1.0,August,Q3,24.21,51-70
2024-01-25,Central,Food & Beverages,Protein Bar,18,17.19,0.05,293.95,19.13,66.0,5.0,January,Q1,6.51,51-70
2023-01-05,North,Home & Kitchen,Blender,2,199.58,0.2,738.06,49.95,43.0,5.0,January,Q1,6.77,36-50
2023-06-10,South,Electronics,Smartphone,11,339.21,0.1,3358.18,140.18,19.0,4.0,June,Q2,4.17,18-25
2023-01-03,South,Clothing,T-Shirt,6,30.38,0.15,154.94,9.58,42.0,3.0,January,Q1,6.18,36-50
2023-02-13,East,Home & Kitchen,Toaster,11,196.89,0.1,1949.21,131.17,55.0,5.0,February,Q1,6.73,51-70
2024-04-01,North,Clothing,Dress,6,40.3,0.0,241.8,73.91,43.0,4.0,April,Q2,30.57,36-50
2023-07-08,South,Home & Kitchen,Cookware Set,3,79.89,0.2,191.74,44.98,39.0,1.0,July,Q3,23.46,36-50
2023-09-11,West,Food & Beverages,Juice,18,15.9,0.05,271.89,85.29,36.0,2.0,September,Q3,31.37,36-50
2023-11-22,South,Clothing,Jacket,19,79.93,0.0,738.06,167.65,39.0,3.0,November,Q4,22.71,36-50
2024-04-24,North,Food & Beverages,Snacks,14,9.08,0.05,120.76,35.15,59.0,4.0,April,Q2,29.11,51-70
2023-09-17,South,Clothing,Jeans,18,65.81,0.05,1125.35,270.34,67.0,5.0,September,Q3,24.02,51-70
2024-04-12,Central,Food & Beverages,Tea,12,15.12,0.0,738.06,29.97,30.0,4.0,April,Q2,4.06,26-35
2023-02-01,North,Clothing,Dress,8,36.79,0.05,279.6,37.21,33.0,2.0,February,Q1,13.31,26-35
2024-02-20,South,Home & Kitchen,Toaster,1,151.8,0.15,129.03,37.21,41.0,1.0,February,Q1,28.84,36-50
2023-05-07,West,Home & Kitchen,Vacuum,1,119.01,0.15,101.16,140.18,64.0,3.0,May,Q2,138.57,51-70
2024-01-14,East,Clothing,Jeans,12,78.95,0.05,900.03,167.59,37.0,4.0,January,Q1,18.62,36-50
2023-06-30,Central,Clothing,T-Shirt,9,35.49,0.1,287.47,97.51,61.0,4.0,June,Q2,33.92,51-70
2023-11-03,East,Electronics,Tablet,2,806.87,0.0,1613.74,490.22,27.0,4.0,November,Q4,30.38,26-35
2023-12-16,South,Home & Kitchen,Cookware Set,12,117.95,0.0,738.06,71.43,57.0,4.0,December,Q4,9.68,51-70
2023-09-30,North,Sports,Tennis Racket,16,114.59,0.2,1466.75,297.94,30.0,5.0,September,Q3,20.31,26-35
2024-01-11,South,Home & Kitchen,Toaster,7,144.32,0.2,808.19,140.18,66.0,4.0,January,Q1,17.34,51-70
2023-12-04,North,Sports,Running Shoes,1,81.66,0.05,77.58,5.55,54.0,3.0,December,Q4,7.15,51-70
2023-12-11,Central,Food & Beverages,Juice,14,13.04,0.1,164.3,29.29,47.0,3.0,December,Q4,17.83,36-50
2023-10-09,Central,Clothing,Jacket,17,50.05,0.0,850.85,60.65,21.0,4.0,October,Q4,7.13,18-25
2023-06-02,West,Food & Beverages,Tea,4,22.65,0.15,77.01,12.27,69.0,4.0,June,Q2,15.93,51-70
2023-12-24,Central,Electronics,Laptop,8,345.08,0.15,2346.54,449.94,37.0,5.0,December,Q4,19.17,36-50
2024-04-28,West,Electronics,Smartwatch,2,771.81,0.15,1312.08,379.87,43.0,3.0,April,Q2,28.95,36-50
2024-03-26,South,Sports,Tennis Racket,17,54.51,0.15,787.67,153.61,44.0,5.0,March,Q1,19.5,36-50
2024-03-31,North,Clothing,Shoes,9,85.92,0.2,618.62,206.13,26.0,5.0,March,Q1,33.32,26-35
2023-04-29,South,Electronics,Smartphone,3,379.63,0.1,1025.0,304.18,33.0,5.0,April,Q2,29.68,26-35
2023-02-08,South,Clothing,T-Shirt,6,66.19,0.0,397.14,112.06,19.0,4.0,February,Q1,28.22,18-25
2023-06-09,East,Home & Kitchen,Vacuum,13,105.22,0.1,1231.07,114.22,63.0,4.0,June,Q2,9.28,51-70
2024-05-12,East,Sports,Bicycle,11,136.4,0.0,1500.4,258.46,46.0,4.0,May,Q2,17.23,36-50
2023-12-03,Central,Home & Kitchen,Blender,3,157.31,0.2,377.54,80.2,41.0,5.0,December,Q4,21.24,36-50
2023-11-05,North,Electronics,Smartphone,6,517.44,0.15,2638.94,194.81,33.0,5.0,November,Q4,7.38,26-35
2023-12-26,Central,Electronics,Laptop,1,438.01,0.0,438.01,29.72,20.0,5.0,December,Q4,6.79,18-25
2023-06-06,South,Sports,Dumbbells,12,54.16,0.1,738.06,81.81,21.0,4.0,June,Q2,11.08,18-25
2023-03-15,South,Clothing,Jacket,15,77.85,0.05,1109.36,156.09,63.0,3.0,March,Q1,14.07,51-70
2023-12-29,North,Clothing,Shoes,3,46.24,0.2,110.98,28.4,21.0,4.0,December,Q4,25.59,18-25
2023-09-16,Central,Home & Kitchen,Toaster,13,121.96,0.0,1585.48,381.15,57.0,5.0,September,Q3,24.04,51-70
2023-02-15,Central,Sports,Running Shoes,5,132.35,0.1,595.58,108.47,45.0,4.0,February,Q1,18.21,36-50
2024-05-13,South,Home & Kitchen,Air Fryer,3,82.43,0.15,210.2,35.92,69.0,2.0,May,Q2,17.09,51-70
2024-03-28,East,Food & Beverages,Tea,12,16.59,0.0,199.08,12.46,35.0,3.0,March,Q1,6.26,26-35
2023-09-06,North,Sports,Running Shoes,5,50.55,0.0,252.75,86.7,57.0,3.0,September,Q3,34.3,51-70
2023-01-22,West,Home & Kitchen,Toaster,5,73.58,0.1,331.11,101.55,53.0,3.0,January,Q1,30.67,51-70
2023-12-01,South,Food & Beverages,Protein Bar,10,9.93,0.1,94.34,25.76,38.0,4.0,December,Q4,27.31,36-50
2023-09-23,Central,Food & Beverages,Coffee,4,25.07,0.05,95.27,25.91,19.0,4.0,September,Q3,27.2,18-25
2023-01-11,North,Home & Kitchen,Cookware Set,12,103.79,0.0,1245.48,296.4,43.0,4.0,January,Q1,23.8,36-50
2023-12-18,North,Sports,Bicycle,5,121.31,0.0,606.55,81.55,27.0,5.0,December,Q4,13.44,26-35
2023-10-06,East,Electronics,Headphones,5,424.73,0.1,2123.65,348.53,24.0,4.0,October,Q4,16.41,18-25
2023-08-03,North,Home & Kitchen,Vacuum,3,165.8,0.1,447.66,27.04,67.0,4.0,August,Q3,6.04,51-70
2023-11-30,East,Sports,Yoga Mat,4,69.31,0.15,235.65,60.86,29.0,4.0,November,Q4,25.83,26-35
2023-08-21,Central,Clothing,Dress,13,43.47,0.15,480.34,123.2,20.0,1.0,August,Q3,25.65,18-25
2023-04-10,North,Food & Beverages,Snacks,9,11.36,0.2,81.79,140.18,66.0,1.0,April,Q2,171.39,51-70
2024-04-17,East,Sports,Tennis Racket,4,58.27,0.15,198.12,17.67,32.0,4.0,April,Q2,8.92,26-35
2024-03-10,East,Clothing,Shoes,12,69.27,0.1,831.24,160.47,43.0,4.0,March,Q1,19.3,36-50
2023-11-16,South,Clothing,Shoes,15,64.92,0.1,876.42,64.03,30.0,2.0,November,Q4,7.31,26-35
2023-03-27,North,Clothing,Jeans,11,88.26,0.0,970.86,225.6,65.0,3.0,March,Q1,23.24,51-70
2023-08-02,West,Sports,Bicycle,7,130.57,0.0,913.99,156.78,43.0,5.0,August,Q3,17.15,36-50
2023-03-24,North,Home & Kitchen,Vacuum,18,183.83,0.05,3143.49,140.18,49.0,3.0,March,Q1,4.46,36-50
2023-01-25,North,Electronics,Smartwatch,6,550.66,0.1,2973.56,411.87,24.0,4.0,January,Q1,13.85,18-25
2023-04-17,West,Food & Beverages,Protein Bar,3,11.25,0.2,27.0,7.9,48.0,5.0,April,Q2,29.26,36-50
2024-01-17,West,Home & Kitchen,Cookware Set,14,187.19,0.05,2489.63,351.5,54.0,5.0,January,Q1,14.12,51-70
2024-04-08,West,Home & Kitchen,Cookware Set,18,130.86,0.2,1884.38,193.08,40.0,2.0,April,Q2,10.25,36-50
2023-01-26,North,Sports,Tennis Racket,14,88.45,0.1,738.06,218.21,33.0,3.0,January,Q1,29.57,26-35
2023-10-08,North,Clothing,T-Shirt,10,77.69,0.05,738.06,136.17,36.0,2.0,October,Q4,18.45,36-50
2023-06-13,North,Food & Beverages,Snacks,8,11.52,0.1,92.16,28.74,20.0,3.0,June,Q2,31.18,18-25
2024-04-09,Central,Food & Beverages,Tea,17,18.23,0.05,294.41,52.75,36.0,4.0,April,Q2,17.92,36-50
2023-05-29,East,Sports,Bicycle,14,126.52,0.15,1505.59,355.62,26.0,3.0,May,Q2,23.62,26-35
2024-03-17,Central,Food & Beverages,Protein Bar,15,24.4,0.0,366.0,46.88,22.0,1.0,March,Q1,12.81,18-25
2023-06-25,Central,Food & Beverages,Snacks,18,25.66,0.2,369.5,113.49,46.0,4.0,June,Q2,30.71,36-50
2023-07-07,West,Clothing,Jacket,4,54.51,0.0,218.04,18.5,66.0,5.0,July,Q3,8.48,51-70
2023-01-23,South,Sports,Yoga Mat,8,88.29,0.0,706.32,111.33,55.0,3.0,January,Q1,15.76,51-70
2023-02-26,East,Sports,Dumbbells,5,124.68,0.05,592.23,138.45,46.0,4.0,February,Q1,23.38,36-50
2023-07-05,East,Food & Beverages,Coffee,1,9.56,0.2,7.65,1.06,33.0,2.0,July,Q3,13.86,26-35
2023-08-30,South,Home & Kitchen,Blender,8,197.29,0.0,1578.32,250.28,57.0,4.0,August,Q3,15.86,51-70
2023-02-21,East,Food & Beverages,Juice,15,16.23,0.1,738.06,78.08,34.0,1.0,February,Q1,10.58,26-35
2023-07-17,East,Food & Beverages,Juice,4,12.34,0.0,49.36,13.62,43.0,4.0,July,Q3,27.59,36-50
2023-10-15,West,Sports,Tennis Racket,2,50.99,0.15,86.68,21.29,22.0,4.0,October,Q4,24.56,18-25
2023-10-20,Central,Clothing,Dress,8,71.0,0.0,568.0,47.02,57.0,5.0,October,Q4,8.28,51-70
2024-01-22,Central,Food & Beverages,Juice,11,26.78,0.05,279.85,50.09,37.0,4.0,January,Q1,17.9,36-50
2023-01-14,South,Home & Kitchen,Vacuum,16,146.71,0.1,1995.26,491.41,53.0,4.0,January,Q1,24.63,51-70
2023-05-18,North,Food & Beverages,Snacks,9,24.07,0.2,173.3,22.72,57.0,2.0,May,Q2,13.11,51-70
2024-01-16,North,Home & Kitchen,Blender,10,123.22,0.05,1170.59,271.73,37.0,5.0,January,Q1,23.21,36-50
2023-06-04,North,Sports,Tennis Racket,3,114.84,0.1,310.07,140.18,47.0,4.0,June,Q2,45.21,36-50
2023-05-13,South,Food & Beverages,Protein Bar,4,9.32,0.1,33.55,8.65,68.0,4.0,May,Q2,25.78,51-70
2023-08-07,East,Food & Beverages,Protein Bar,7,18.34,0.05,121.96,27.02,42.0,2.0,August,Q3,22.15,36-50
2023-10-02,East,Clothing,Jacket,19,86.77,0.2,1318.9,333.49,32.0,5.0,October,Q4,25.29,26-35
2023-07-19,North,Sports,Tennis Racket,7,136.4,0.1,859.32,90.46,38.0,5.0,July,Q3,10.53,36-50
2024-02-11,North,Sports,Tennis Racket,4,102.22,0.1,367.99,56.81,49.0,4.0,February,Q1,15.44,36-50
2023-10-17,West,Home & Kitchen,Cookware Set,14,76.78,0.1,967.43,246.49,66.0,2.0,October,Q4,25.48,51-70
2023-10-14,North,Sports,Bicycle,17,55.39,0.2,738.06,192.83,43.0,4.0,October,Q4,26.13,36-50
2023-02-07,North,Home & Kitchen,Blender,7,140.29,0.1,883.83,262.62,60.0,4.0,February,Q1,29.71,51-70
2024-01-26,North,Sports,Dumbbells,10,140.26,0.2,738.06,295.19,68.0,5.0,January,Q1,40.0,51-70
2024-03-04,South,Home & Kitchen,Cookware Set,15,94.49,0.15,1204.75,142.35,41.0,3.0,March,Q1,11.82,36-50
2024-03-08,Central,Sports,Dumbbells,18,110.37,0.15,1688.66,274.18,43.0,2.0,March,Q1,16.24,36-50
2024-01-31,East,Clothing,Dress,4,65.48,0.1,235.73,22.54,59.0,4.0,January,Q1,9.56,51-70
2023-01-13,East,Food & Beverages,Juice,3,26.12,0.15,66.61,17.77,25.0,4.0,January,Q1,26.68,18-25
2023-03-30,Central,Home & Kitchen,Cookware Set,4,107.48,0.15,738.06,54.6,49.0,1.0,March,Q1,7.4,36-50
2023-04-18,East,Food & Beverages,Snacks,6,26.78,0.05,152.65,30.87,29.0,2.0,April,Q2,20.22,26-35
2023-07-22,Central,Food & Beverages,Juice,8,18.71,0.05,738.06,24.98,66.0,4.0,July,Q3,3.38,51-70
2023-09-09,South,Sports,Dumbbells,10,50.81,0.05,482.7,94.93,18.0,4.0,September,Q3,19.67,18-25
2023-03-14,East,Clothing,Dress,17,41.44,0.2,563.58,45.19,18.0,3.0,March,Q1,8.02,18-25
2024-04-02,South,Food & Beverages,Protein Bar,15,22.19,0.2,266.28,44.03,51.0,2.0,April,Q2,16.54,51-70
2024-05-06,Central,Clothing,T-Shirt,2,67.57,0.2,108.11,8.28,29.0,3.0,May,Q2,7.66,26-35
2023-08-09,Central,Electronics,Smartwatch,5,749.98,0.1,3374.91,508.13,20.0,5.0,August,Q3,15.06,18-25
2024-01-09,West,Electronics,Headphones,2,824.82,0.0,1649.64,87.5,39.0,3.0,January,Q1,5.3,36-50
2023-06-15,Central,Electronics,Smartphone,1,505.12,0.1,479.86,63.69,34.0,3.0,June,Q2,13.27,26-35
2023-06-07,Central,Home & Kitchen,Cookware Set,4,129.71,0.0,518.84,156.91,53.0,2.0,June,Q2,30.24,51-70
2023-08-19,East,Home & Kitchen,Blender,8,183.01,0.0,1464.08,184.94,66.0,4.0,August,Q3,12.63,51-70
2024-01-10,East,Sports,Tennis Racket,4,91.43,0.1,292.58,28.87,47.0,4.0,January,Q1,9.87,36-50
